time,hour,temperature,cloudcover,humidity,precipitation,solar_irradiance,smoke_aqi_proxy
2026-01-01 00:00:00,0,31.28,100,67,0.0,0.0,86.8
2026-01-01 01:00:00,1,32.36,96,68,0.0,0.0,84.8
2026-01-01 02:00:00,2,32.72,97,68,0.0,0.0,85.4
2026-01-01 03:00:00,3,33.44,88,69,0.0,0.0,80.4
2026-01-01 04:00:00,4,33.26,98,71,0.0,0.0,87.2
2026-01-01 05:00:00,5,34.16,48,70,0.0,0.0,56.8
2026-01-01 06:00:00,6,33.8,74,71,0.1,0.0,72.8
2026-01-01 07:00:00,7,32.9,100,72,0.8,0.0,88.8
2026-01-01 08:00:00,8,28.76,100,67,0.2,0.0,86.8
2026-01-01 09:00:00,9,26.6,0,48,0.0,8.0,19.200000000000003
2026-01-01 10:00:00,10,25.880000000000003,0,38,0.0,142.0,15.200000000000001
2026-01-01 11:00:00,11,25.880000000000003,0,33,0.0,293.0,13.200000000000001
2026-01-01 12:00:00,12,26.240000000000002,0,32,0.0,409.0,12.8
2026-01-01 13:00:00,13,26.78,1,32,0.0,472.0,13.4
2026-01-01 14:00:00,14,28.22,86,36,0.0,480.0,66.0
2026-01-01 15:00:00,15,28.22,100,39,0.0,344.0,75.6
2026-01-01 16:00:00,16,27.68,75,40,0.0,199.0,61.0
2026-01-01 17:00:00,17,26.78,7,39,0.0,131.0,19.8
2026-01-01 18:00:00,18,25.34,1,42,0.0,24.0,17.400000000000002
2026-01-01 19:00:00,19,24.439999999999998,0,43,0.0,0.0,17.2
2026-01-01 20:00:00,20,23.54,7,41,0.0,0.0,20.6
2026-01-01 21:00:00,21,23.18,19,41,0.0,0.0,27.800000000000004
2026-01-01 22:00:00,22,22.82,100,42,0.0,0.0,76.8
2026-01-01 23:00:00,23,23.54,100,39,0.0,0.0,75.6
2026-01-02 00:00:00,0,23.9,100,39,0.0,0.0,75.6
2026-01-02 01:00:00,1,23.54,100,43,0.1,0.0,77.2
2026-01-02 02:00:00,2,23.0,100,55,0.2,0.0,82.0
2026-01-02 03:00:00,3,22.82,100,58,0.2,0.0,83.2
2026-01-02 04:00:00,4,23.0,100,59,0.1,0.0,83.6
2026-01-02 05:00:00,5,23.0,100,61,0.1,0.0,84.4
2026-01-02 06:00:00,6,23.0,100,63,0.1,0.0,85.2
2026-01-02 07:00:00,7,23.18,100,64,0.1,0.0,85.6
2026-01-02 08:00:00,8,23.54,98,64,0.0,0.0,84.4
2026-01-02 09:00:00,9,24.26,100,62,0.0,8.0,84.8
2026-01-02 10:00:00,10,25.52,100,58,0.0,45.0,83.2
2026-01-02 11:00:00,11,27.5,100,53,0.0,114.0,81.2
2026-01-02 12:00:00,12,29.48,66,48,0.0,215.0,58.800000000000004
2026-01-02 13:00:00,13,31.46,98,43,0.0,322.0,76.0
2026-01-02 14:00:00,14,30.38,100,47,0.0,299.0,78.8
2026-01-02 15:00:00,15,31.64,92,44,0.0,241.0,72.8
2026-01-02 16:00:00,16,31.64,65,42,0.0,184.0,55.8
2026-01-02 17:00:00,17,31.46,20,43,0.0,154.0,29.2
2026-01-02 18:00:00,18,29.66,6,47,0.0,25.0,22.4
2026-01-02 19:00:00,19,28.04,5,50,0.0,0.0,23.0
2026-01-02 20:00:00,20,26.240000000000002,0,54,0.0,0.0,21.6
2026-01-02 21:00:00,21,26.240000000000002,0,55,0.0,0.0,22.0
2026-01-02 22:00:00,22,26.42,0,54,0.0,0.0,21.6
2026-01-02 23:00:00,23,25.880000000000003,0,55,0.0,0.0,22.0
2026-01-03 00:00:00,0,24.98,0,58,0.0,0.0,23.200000000000003
2026-01-03 01:00:00,1,23.72,9,62,0.0,0.0,30.2
2026-01-03 02:00:00,2,22.82,70,64,0.0,0.0,67.6
2026-01-03 03:00:00,3,22.46,98,64,0.0,0.0,84.4
2026-01-03 04:00:00,4,21.74,97,63,0.0,0.0,83.4
2026-01-03 05:00:00,5,21.74,98,60,0.0,0.0,82.8
2026-01-03 06:00:00,6,22.1,100,57,0.0,0.0,82.8
2026-01-03 07:00:00,7,22.46,100,56,0.0,0.0,82.4
2026-01-03 08:00:00,8,22.82,100,58,0.0,0.0,83.2
2026-01-03 09:00:00,9,23.54,100,58,0.0,10.0,83.2
2026-01-03 10:00:00,10,25.52,100,53,0.0,92.0,81.2
2026-01-03 11:00:00,11,27.68,99,46,0.0,180.0,77.8
2026-01-03 12:00:00,12,29.66,99,42,0.0,305.0,76.2
2026-01-03 13:00:00,13,30.74,100,42,0.0,333.0,76.8
2026-01-03 14:00:00,14,31.1,100,43,0.0,374.0,77.2
2026-01-03 15:00:00,15,32.18,100,42,0.0,302.0,76.8
2026-01-03 16:00:00,16,32.18,100,44,0.0,181.0,77.6
2026-01-03 17:00:00,17,31.64,100,45,0.0,90.0,78.0
2026-01-03 18:00:00,18,29.84,100,50,0.0,14.0,80.0
2026-01-03 19:00:00,19,30.02,100,50,0.0,0.0,80.0
2026-01-03 20:00:00,20,29.66,100,52,0.0,0.0,80.8
2026-01-03 21:00:00,21,29.48,100,52,0.0,0.0,80.8
2026-01-03 22:00:00,22,29.12,100,53,0.0,0.0,81.2
2026-01-03 23:00:00,23,29.12,100,54,0.0,0.0,81.6
2026-01-04 00:00:00,0,27.86,32,56,0.0,0.0,41.6
2026-01-04 01:00:00,1,26.96,100,58,0.0,0.0,83.2
2026-01-04 02:00:00,2,27.86,100,58,0.0,0.0,83.2
2026-01-04 03:00:00,3,28.22,100,59,0.0,0.0,83.6
2026-01-04 04:00:00,4,28.22,100,61,0.0,0.0,84.4
2026-01-04 05:00:00,5,28.22,100,62,0.0,0.0,84.8
2026-01-04 06:00:00,6,28.22,100,62,0.0,0.0,84.8
2026-01-04 07:00:00,7,27.14,98,65,0.0,0.0,84.8
2026-01-04 08:00:00,8,28.04,88,63,0.0,0.0,78.0
2026-01-04 09:00:00,9,27.14,17,66,0.0,11.0,36.6
2026-01-04 10:00:00,10,28.94,10,63,0.0,124.0,31.200000000000003
2026-01-04 11:00:00,11,31.28,0,58,0.0,275.0,23.200000000000003
2026-01-04 12:00:00,12,33.08,0,51,0.0,394.0,20.400000000000002
2026-01-04 13:00:00,13,35.24,56,46,0.0,458.0,52.0
2026-01-04 14:00:00,14,34.88,79,49,0.0,459.0,67.0
2026-01-04 15:00:00,15,35.24,77,50,0.0,350.0,66.19999999999999
2026-01-04 16:00:00,16,34.88,20,52,0.0,252.0,32.8
2026-01-04 17:00:00,17,33.62,0,55,0.0,158.0,22.0
2026-01-04 18:00:00,18,30.92,0,59,0.0,29.0,23.6
2026-01-04 19:00:00,19,29.48,0,62,0.0,0.0,24.8
2026-01-04 20:00:00,20,28.580000000000002,100,64,0.0,0.0,85.6
2026-01-04 21:00:00,21,28.04,41,65,0.0,0.0,50.599999999999994
2026-01-04 22:00:00,22,27.86,41,65,0.0,0.0,50.599999999999994
2026-01-04 23:00:00,23,27.68,65,64,0.0,0.0,64.6
2026-01-05 00:00:00,0,27.68,64,64,0.0,0.0,64.0
2026-01-05 01:00:00,1,27.32,28,66,0.0,0.0,43.2
2026-01-05 02:00:00,2,26.42,99,69,0.0,0.0,87.0
2026-01-05 03:00:00,3,26.240000000000002,56,74,0.0,0.0,63.2
2026-01-05 04:00:00,4,26.060000000000002,100,76,0.0,0.0,90.4
2026-01-05 05:00:00,5,26.240000000000002,100,75,0.0,0.0,90.0
2026-01-05 06:00:00,6,26.42,100,75,0.0,0.0,90.0
2026-01-05 07:00:00,7,26.96,100,73,0.0,0.0,89.2
2026-01-05 08:00:00,8,25.52,100,80,0.0,0.0,92.0
2026-01-05 09:00:00,9,26.060000000000002,100,78,0.0,4.0,91.2
2026-01-05 10:00:00,10,27.14,98,74,0.0,29.0,88.4
2026-01-05 11:00:00,11,29.3,99,66,0.0,97.0,85.8
2026-01-05 12:00:00,12,31.46,80,59,0.0,156.0,71.6
2026-01-05 13:00:00,13,35.24,63,50,0.1,369.0,57.8
2026-01-05 14:00:00,14,35.6,86,52,0.0,435.0,72.4
2026-01-05 15:00:00,15,36.5,99,51,0.0,224.0,79.8
2026-01-05 16:00:00,16,36.5,99,52,0.0,147.0,80.2
2026-01-05 17:00:00,17,35.96,100,55,0.0,83.0,82.0
2026-01-05 18:00:00,18,34.88,100,62,0.0,16.0,84.8
2026-01-05 19:00:00,19,34.88,100,66,0.0,0.0,86.4
2026-01-05 20:00:00,20,34.7,100,73,0.0,0.0,89.2
2026-01-05 21:00:00,21,34.7,100,80,0.0,0.0,92.0
2026-01-05 22:00:00,22,34.7,91,82,0.0,0.0,87.4
2026-01-05 23:00:00,23,34.16,93,83,0.0,0.0,89.0
2026-01-06 00:00:00,0,33.62,100,84,0.0,0.0,93.6
2026-01-06 01:00:00,1,33.44,94,86,0.0,0.0,90.8
2026-01-06 02:00:00,2,32.54,98,84,0.0,0.0,92.4
2026-01-06 03:00:00,3,31.64,98,86,0.0,0.0,93.19999999999999
2026-01-06 04:00:00,4,31.28,100,87,0.0,0.0,94.80000000000001
2026-01-06 05:00:00,5,31.82,100,88,0.0,0.0,95.2
2026-01-06 06:00:00,6,32.0,100,88,0.0,0.0,95.2
2026-01-06 07:00:00,7,32.18,100,88,0.0,0.0,95.2
2026-01-06 08:00:00,8,30.56,100,92,0.0,0.0,96.80000000000001
2026-01-06 09:00:00,9,31.46,100,93,0.0,8.0,97.2
2026-01-06 10:00:00,10,33.98,100,89,0.0,69.0,95.6
2026-01-06 11:00:00,11,36.86,100,85,0.0,159.0,94.0
2026-01-06 12:00:00,12,38.839999999999996,100,81,0.0,232.0,92.4
2026-01-06 13:00:00,13,39.92,100,79,0.0,223.0,91.6
2026-01-06 14:00:00,14,39.74,99,81,0.0,190.0,91.8
2026-01-06 15:00:00,15,42.620000000000005,100,77,0.0,334.0,90.8
2026-01-06 16:00:00,16,43.519999999999996,100,75,0.0,240.0,90.0
2026-01-06 17:00:00,17,42.8,100,78,0.0,126.0,91.2
2026-01-06 18:00:00,18,40.46,100,83,0.0,25.0,93.2
2026-01-06 19:00:00,19,39.02,100,88,0.0,0.0,95.2
2026-01-06 20:00:00,20,38.660000000000004,100,90,0.0,0.0,96.0
2026-01-06 21:00:00,21,38.839999999999996,100,93,0.0,0.0,97.2
2026-01-06 22:00:00,22,38.839999999999996,98,96,0.0,0.0,97.2
2026-01-06 23:00:00,23,38.3,100,98,0.0,0.0,99.2
2026-01-07 00:00:00,0,38.660000000000004,93,98,0.0,0.0,95.0
2026-01-07 01:00:00,1,37.76,18,99,0.0,0.0,50.4
2026-01-07 02:00:00,2,36.68,55,100,0.0,0.0,73.0
2026-01-07 03:00:00,3,34.88,100,100,0.0,0.0,100.0
2026-01-07 04:00:00,4,33.44,100,100,0.0,0.0,100.0
2026-01-07 05:00:00,5,34.88,84,99,0.0,0.0,90.0
2026-01-07 06:00:00,6,36.86,52,96,0.0,0.0,69.60000000000001
2026-01-07 07:00:00,7,40.64,5,91,0.0,0.0,39.4
2026-01-07 08:00:00,8,41.18,13,90,0.0,0.0,43.8
2026-01-07 09:00:00,9,41.0,10,91,0.0,13.0,42.4
2026-01-07 10:00:00,10,43.519999999999996,6,85,0.0,106.0,37.6
2026-01-07 11:00:00,11,46.94,23,83,0.0,263.0,47.0
2026-01-07 12:00:00,12,50.0,100,72,0.0,357.0,88.8
2026-01-07 13:00:00,13,49.82,100,70,0.0,215.0,88.0
2026-01-07 14:00:00,14,51.44,5,64,0.0,336.0,28.6
2026-01-07 15:00:00,15,53.24,72,64,0.0,380.0,68.8
2026-01-07 16:00:00,16,52.34,2,67,0.0,146.0,28.0
2026-01-07 17:00:00,17,51.620000000000005,6,68,0.0,158.0,30.800000000000004
2026-01-07 18:00:00,18,48.56,6,72,0.0,30.0,32.4
2026-01-07 19:00:00,19,46.22,20,77,0.0,0.0,42.8
2026-01-07 20:00:00,20,44.96,100,79,0.0,0.0,91.6
2026-01-07 21:00:00,21,45.86,100,76,0.0,0.0,90.4
2026-01-07 22:00:00,22,45.32,82,76,0.0,0.0,79.6
2026-01-07 23:00:00,23,43.34,55,80,0.0,0.0,65.0
2026-01-08 00:00:00,0,41.54,3,83,0.0,0.0,35.0
2026-01-08 01:00:00,1,40.1,5,85,0.0,0.0,37.0
2026-01-08 02:00:00,2,39.2,2,86,0.0,0.0,35.6
2026-01-08 03:00:00,3,38.839999999999996,4,86,0.0,0.0,36.8
2026-01-08 04:00:00,4,38.12,4,87,0.0,0.0,37.2
2026-01-08 05:00:00,5,36.5,4,89,0.0,0.0,38.0
2026-01-08 06:00:00,6,36.68,1,89,0.0,0.0,36.2
2026-01-08 07:00:00,7,36.5,1,89,0.0,0.0,36.2
2026-01-08 08:00:00,8,35.06,3,89,0.0,0.0,37.4
2026-01-08 09:00:00,9,36.68,0,89,0.0,14.0,35.6
2026-01-08 10:00:00,10,39.92,2,86,0.0,128.0,35.6
2026-01-08 11:00:00,11,43.879999999999995,0,79,0.0,277.0,31.6
2026-01-08 12:00:00,12,47.120000000000005,26,69,0.0,390.0,43.2
2026-01-08 13:00:00,13,48.56,28,61,0.0,451.0,41.2
2026-01-08 14:00:00,14,50.36,100,53,0.0,458.0,81.2
2026-01-08 15:00:00,15,50.9,20,53,0.0,396.0,33.2
2026-01-08 16:00:00,16,50.9,4,53,0.0,309.0,23.6
2026-01-08 17:00:00,17,50.0,11,64,0.0,170.0,32.2
2026-01-08 18:00:00,18,45.86,98,66,0.0,34.0,85.2
2026-01-08 19:00:00,19,43.519999999999996,61,71,0.0,0.0,65.0
2026-01-08 20:00:00,20,41.9,8,74,0.0,0.0,34.4
2026-01-08 21:00:00,21,41.0,73,75,0.0,0.0,73.8
2026-01-08 22:00:00,22,39.02,80,79,0.0,0.0,79.6
2026-01-08 23:00:00,23,37.76,100,82,0.0,0.0,92.80000000000001
2026-01-09 00:00:00,0,37.4,33,82,0.0,0.0,52.60000000000001
2026-01-09 01:00:00,1,36.32,16,83,0.0,0.0,42.800000000000004
2026-01-09 02:00:00,2,35.6,9,80,0.0,0.0,37.4
2026-01-09 03:00:00,3,35.24,40,79,0.0,0.0,55.6
2026-01-09 04:00:00,4,34.7,55,78,0.0,0.0,64.2
2026-01-09 05:00:00,5,35.42,78,81,0.0,0.0,79.19999999999999
2026-01-09 06:00:00,6,35.6,35,81,0.0,0.0,53.4
2026-01-09 07:00:00,7,35.24,16,84,0.0,0.0,43.2
2026-01-09 08:00:00,8,34.34,9,88,0.0,0.0,40.6
2026-01-09 09:00:00,9,35.06,22,92,0.0,14.0,50.0
2026-01-09 10:00:00,10,38.48,6,88,0.0,130.0,38.800000000000004
2026-01-09 11:00:00,11,42.8,99,82,0.0,271.0,92.2
2026-01-09 12:00:00,12,46.4,100,79,0.0,362.0,91.6
2026-01-09 13:00:00,13,48.56,100,77,0.0,312.0,90.8
2026-01-09 14:00:00,14,50.0,100,79,0.0,221.0,91.6
2026-01-09 15:00:00,15,51.620000000000005,100,73,0.0,225.0,89.2
2026-01-09 16:00:00,16,51.620000000000005,100,73,0.0,109.0,89.2
2026-01-09 17:00:00,17,50.54,100,81,0.1,29.0,92.4
2026-01-09 18:00:00,18,49.64,100,90,2.0,11.0,96.0
2026-01-09 19:00:00,19,49.1,100,93,0.1,0.0,97.2
2026-01-09 20:00:00,20,51.620000000000005,100,93,0.2,0.0,97.2
2026-01-09 21:00:00,21,52.7,100,94,0.1,0.0,97.6
2026-01-09 22:00:00,22,53.06,100,94,0.0,0.0,97.6
2026-01-09 23:00:00,23,51.8,100,96,0.0,0.0,98.4
2026-01-10 00:00:00,0,50.18,100,97,0.0,0.0,98.80000000000001
2026-01-10 01:00:00,1,49.28,100,97,0.0,0.0,98.80000000000001
2026-01-10 02:00:00,2,49.1,100,98,0.0,0.0,99.2
2026-01-10 03:00:00,3,49.28,100,97,0.0,0.0,98.80000000000001
2026-01-10 04:00:00,4,47.84,100,98,0.0,0.0,99.2
2026-01-10 05:00:00,5,46.4,100,95,0.0,0.0,98.0
2026-01-10 06:00:00,6,44.96,100,91,0.0,0.0,96.4
2026-01-10 07:00:00,7,43.16,100,87,0.0,0.0,94.80000000000001
2026-01-10 08:00:00,8,43.16,100,86,0.0,0.0,94.4
2026-01-10 09:00:00,9,42.8,100,83,0.0,3.0,93.2
2026-01-10 10:00:00,10,42.260000000000005,100,82,0.0,12.0,92.80000000000001
2026-01-10 11:00:00,11,42.44,100,82,0.1,35.0,92.80000000000001
2026-01-10 12:00:00,12,42.620000000000005,100,84,0.3,47.0,93.6
2026-01-10 13:00:00,13,42.44,100,87,0.8,40.0,94.80000000000001
2026-01-10 14:00:00,14,42.260000000000005,100,94,1.2,33.0,97.6
2026-01-10 15:00:00,15,42.620000000000005,100,96,0.9,52.0,98.4
2026-01-10 16:00:00,16,41.72,100,96,2.1,17.0,98.4
2026-01-10 17:00:00,17,41.54,100,96,3.5,13.0,98.4
2026-01-10 18:00:00,18,41.18,100,96,2.8,4.0,98.4
2026-01-10 19:00:00,19,41.72,100,97,1.4,0.0,98.80000000000001
2026-01-10 20:00:00,20,42.08,100,97,1.3,0.0,98.80000000000001
2026-01-10 21:00:00,21,43.16,100,97,0.8,0.0,98.80000000000001
2026-01-10 22:00:00,22,43.34,100,98,0.3,0.0,99.2
2026-01-10 23:00:00,23,43.34,100,99,0.5,0.0,99.6
2026-01-11 00:00:00,0,43.879999999999995,100,99,0.2,0.0,99.6
2026-01-11 01:00:00,1,45.32,100,98,0.0,0.0,99.2
2026-01-11 02:00:00,2,44.06,100,97,0.0,0.0,98.80000000000001
2026-01-11 03:00:00,3,43.7,100,96,0.0,0.0,98.4
2026-01-11 04:00:00,4,43.519999999999996,100,95,0.0,0.0,98.0
2026-01-11 05:00:00,5,43.7,100,93,0.1,0.0,97.2
2026-01-11 06:00:00,6,44.06,100,90,0.1,0.0,96.0
2026-01-11 07:00:00,7,43.7,100,90,0.2,0.0,96.0
2026-01-11 08:00:00,8,43.519999999999996,100,86,0.0,0.0,94.4
2026-01-11 09:00:00,9,43.16,98,82,0.0,3.0,91.6
2026-01-11 10:00:00,10,42.8,98,72,0.0,49.0,87.6
2026-01-11 11:00:00,11,42.260000000000005,86,66,0.0,94.0,78.0
2026-01-11 12:00:00,12,42.8,6,59,0.0,190.0,27.200000000000003
2026-01-11 13:00:00,13,44.96,0,48,0.0,454.0,19.200000000000003
2026-01-11 14:00:00,14,46.76,92,43,0.0,481.0,72.39999999999999
2026-01-11 15:00:00,15,43.879999999999995,81,54,0.1,299.0,70.2
2026-01-11 16:00:00,16,43.7,16,47,0.1,265.0,28.4
2026-01-11 17:00:00,17,42.08,2,43,0.0,174.0,18.4
2026-01-11 18:00:00,18,39.56,0,45,0.0,40.0,18.0
2026-01-11 19:00:00,19,37.4,2,46,0.0,0.0,19.6
2026-01-11 20:00:00,20,36.32,21,51,0.0,0.0,33.0
2026-01-11 21:00:00,21,35.06,9,55,0.0,0.0,27.4
2026-01-11 22:00:00,22,33.62,82,60,0.0,0.0,73.19999999999999
2026-01-11 23:00:00,23,33.08,73,62,0.0,0.0,68.6
2026-01-12 00:00:00,0,32.54,61,62,0.0,0.0,61.400000000000006
2026-01-12 01:00:00,1,31.82,6,63,0.0,0.0,28.800000000000004
2026-01-12 02:00:00,2,32.0,3,61,0.0,0.0,26.200000000000003
2026-01-12 03:00:00,3,31.46,9,63,0.0,0.0,30.6
2026-01-12 04:00:00,4,31.46,0,62,0.0,0.0,24.8
2026-01-12 05:00:00,5,30.56,0,63,0.0,0.0,25.200000000000003
2026-01-12 06:00:00,6,30.2,1,63,0.0,0.0,25.800000000000004
2026-01-12 07:00:00,7,29.66,25,64,0.0,0.0,40.6
2026-01-12 08:00:00,8,29.66,43,64,0.0,0.0,51.400000000000006
2026-01-12 09:00:00,9,29.84,86,65,0.0,16.0,77.6
2026-01-12 10:00:00,10,32.18,98,64,0.0,111.0,84.4
2026-01-12 11:00:00,11,33.98,6,60,0.0,170.0,27.6
2026-01-12 12:00:00,12,36.68,45,56,0.0,413.0,49.400000000000006
2026-01-12 13:00:00,13,38.48,52,55,0.0,471.0,53.2
2026-01-12 14:00:00,14,40.28,80,50,0.0,478.0,68.0
2026-01-12 15:00:00,15,41.72,91,50,0.0,428.0,74.6
2026-01-12 16:00:00,16,42.260000000000005,95,49,0.0,321.0,76.6
2026-01-12 17:00:00,17,41.72,98,52,0.0,177.0,79.6
2026-01-12 18:00:00,18,39.56,100,58,0.0,35.0,83.2
2026-01-12 19:00:00,19,37.22,78,66,0.0,0.0,73.2
2026-01-12 20:00:00,20,36.14,30,66,0.0,0.0,44.400000000000006
2026-01-12 21:00:00,21,35.6,0,66,0.0,0.0,26.400000000000002
2026-01-12 22:00:00,22,34.52,0,68,0.0,0.0,27.200000000000003
2026-01-12 23:00:00,23,33.44,0,72,0.0,0.0,28.8
2026-01-13 00:00:00,0,32.72,0,72,0.0,0.0,28.8
2026-01-13 01:00:00,1,32.36,0,71,0.0,0.0,28.400000000000002
2026-01-13 02:00:00,2,31.46,2,70,0.0,0.0,29.2
2026-01-13 03:00:00,3,31.1,2,70,0.0,0.0,29.2
2026-01-13 04:00:00,4,31.1,14,70,0.0,0.0,36.4
2026-01-13 05:00:00,5,31.28,5,69,0.0,0.0,30.6
2026-01-13 06:00:00,6,31.64,6,67,0.0,0.0,30.4
2026-01-13 07:00:00,7,31.64,0,67,0.0,0.0,26.8
2026-01-13 08:00:00,8,31.1,0,67,0.0,0.0,26.8
2026-01-13 09:00:00,9,31.28,0,64,0.0,16.0,25.6
2026-01-13 10:00:00,10,34.7,0,55,0.0,140.0,22.0
2026-01-13 11:00:00,11,38.12,0,51,0.0,289.0,20.400000000000002
2026-01-13 12:00:00,12,41.54,2,50,0.0,406.0,21.2
2026-01-13 13:00:00,13,44.239999999999995,27,50,0.0,473.0,36.2
2026-01-13 14:00:00,14,47.3,19,45,0.0,482.0,29.4
2026-01-13 15:00:00,15,48.56,100,41,0.0,432.0,76.4
2026-01-13 16:00:00,16,47.3,95,45,0.0,287.0,75.0
2026-01-13 17:00:00,17,44.6,100,49,0.0,163.0,79.6
2026-01-13 18:00:00,18,41.36,88,55,0.0,29.0,74.8
2026-01-13 19:00:00,19,39.2,100,59,0.0,0.0,83.6
2026-01-13 20:00:00,20,39.38,100,64,0.0,0.0,85.6
2026-01-13 21:00:00,21,40.28,100,65,0.0,0.0,86.0
2026-01-13 22:00:00,22,41.9,100,59,0.0,0.0,83.6
2026-01-13 23:00:00,23,42.980000000000004,100,58,0.0,0.0,83.2
2026-01-14 00:00:00,0,44.06,100,58,0.0,0.0,83.2
2026-01-14 01:00:00,1,45.14,100,54,0.0,0.0,81.6
2026-01-14 02:00:00,2,45.68,98,53,0.0,0.0,80.0
2026-01-14 03:00:00,3,45.14,100,54,0.0,0.0,81.6
2026-01-14 04:00:00,4,44.06,100,57,0.0,0.0,82.8
2026-01-14 05:00:00,5,42.980000000000004,100,60,0.0,0.0,84.0
2026-01-14 06:00:00,6,42.08,96,62,0.0,0.0,82.39999999999999
2026-01-14 07:00:00,7,41.18,85,64,0.0,0.0,76.6
2026-01-14 08:00:00,8,41.36,99,63,0.0,0.0,84.6
2026-01-14 09:00:00,9,41.54,100,64,0.0,12.0,85.6
2026-01-14 10:00:00,10,43.519999999999996,100,61,0.0,43.0,84.4
2026-01-14 11:00:00,11,45.68,100,59,0.0,104.0,83.6
2026-01-14 12:00:00,12,46.22,100,60,0.0,118.0,84.0
2026-01-14 13:00:00,13,46.76,100,62,0.0,124.0,84.8
2026-01-14 14:00:00,14,51.08,100,49,0.0,294.0,79.6
2026-01-14 15:00:00,15,52.34,100,49,0.0,211.0,79.6
2026-01-14 16:00:00,16,51.44,100,57,0.0,81.0,82.8
2026-01-14 17:00:00,17,50.0,100,58,0.0,32.0,83.2
2026-01-14 18:00:00,18,47.66,100,61,0.1,6.0,84.4
2026-01-14 19:00:00,19,45.68,100,69,0.1,0.0,87.6
2026-01-14 20:00:00,20,45.5,98,67,0.0,0.0,85.6
2026-01-14 21:00:00,21,44.06,100,71,0.0,0.0,88.4
2026-01-14 22:00:00,22,44.06,58,73,0.0,0.0,64.0
2026-01-14 23:00:00,23,42.260000000000005,100,80,0.0,0.0,92.0
2026-01-15 00:00:00,0,41.0,100,84,0.0,0.0,93.6
2026-01-15 01:00:00,1,40.28,100,87,0.0,0.0,94.80000000000001
2026-01-15 02:00:00,2,40.64,100,85,0.0,0.0,94.0
2026-01-15 03:00:00,3,41.18,100,84,0.1,0.0,93.6
2026-01-15 04:00:00,4,41.0,100,88,0.6,0.0,95.2
2026-01-15 05:00:00,5,40.82,100,94,0.7,0.0,97.6
2026-01-15 06:00:00,6,41.54,100,90,0.2,0.0,96.0
2026-01-15 07:00:00,7,39.74,100,85,0.1,0.0,94.0
2026-01-15 08:00:00,8,39.56,100,74,0.0,0.0,89.6
2026-01-15 09:00:00,9,37.58,99,58,0.0,6.0,82.6
2026-01-15 10:00:00,10,33.62,63,51,0.0,78.0,58.2
2026-01-15 11:00:00,11,33.08,0,51,0.0,248.0,20.400000000000002
2026-01-15 12:00:00,12,33.62,0,43,0.0,427.0,17.2
2026-01-15 13:00:00,13,33.62,0,41,0.0,495.0,16.400000000000002
2026-01-15 14:00:00,14,33.62,19,42,0.0,506.0,28.200000000000003
2026-01-15 15:00:00,15,33.26,61,44,0.0,438.0,54.2
2026-01-15 16:00:00,16,31.64,100,46,0.0,311.0,78.4
2026-01-15 17:00:00,17,30.02,99,47,0.0,148.0,78.2
2026-01-15 18:00:00,18,28.580000000000002,99,46,0.0,35.0,77.8
2026-01-15 19:00:00,19,27.14,11,44,0.0,0.0,24.200000000000003
2026-01-15 20:00:00,20,24.98,4,45,0.0,0.0,20.4
2026-01-15 21:00:00,21,23.72,4,46,0.0,0.0,20.8
2026-01-15 22:00:00,22,23.0,1,48,0.0,0.0,19.800000000000004
2026-01-15 23:00:00,23,23.0,28,50,0.0,0.0,36.8
2026-01-16 00:00:00,0,22.82,87,49,0.0,0.0,71.8
2026-01-16 01:00:00,1,23.36,94,51,0.0,0.0,76.8
2026-01-16 02:00:00,2,24.98,99,54,0.0,0.0,81.0
2026-01-16 03:00:00,3,24.8,98,57,0.0,0.0,81.6
2026-01-16 04:00:00,4,25.34,49,57,0.0,0.0,52.2
2026-01-16 05:00:00,5,24.8,39,55,0.0,0.0,45.4
2026-01-16 06:00:00,6,23.72,1,53,0.0,0.0,21.800000000000004
2026-01-16 07:00:00,7,22.46,0,48,0.0,0.0,19.200000000000003
2026-01-16 08:00:00,8,21.92,0,47,0.0,0.0,18.8
2026-01-16 09:00:00,9,21.92,1,46,0.0,19.0,19.000000000000004
2026-01-16 10:00:00,10,24.26,0,45,0.0,152.0,18.0
2026-01-16 11:00:00,11,26.96,6,40,0.0,306.0,19.6
2026-01-16 12:00:00,12,29.66,88,38,0.0,424.0,68.0
2026-01-16 13:00:00,13,30.92,98,37,0.0,387.0,73.6
2026-01-16 14:00:00,14,30.38,49,37,0.0,299.0,44.2
2026-01-16 15:00:00,15,33.08,78,31,0.0,439.0,59.199999999999996
2026-01-16 16:00:00,16,33.62,29,33,0.0,335.0,30.6
2026-01-16 17:00:00,17,32.54,69,39,0.0,192.0,57.0
2026-01-16 18:00:00,18,30.38,44,44,0.0,49.0,44.0
2026-01-16 19:00:00,19,29.3,11,47,0.0,0.0,25.4
2026-01-16 20:00:00,20,28.76,5,55,0.0,0.0,25.0
2026-01-16 21:00:00,21,28.4,7,58,0.0,0.0,27.400000000000002
2026-01-16 22:00:00,22,28.94,26,58,0.0,0.0,38.800000000000004
2026-01-16 23:00:00,23,29.84,70,59,0.0,0.0,65.6
2026-01-17 00:00:00,0,30.56,88,59,0.0,0.0,76.4
2026-01-17 01:00:00,1,32.54,100,56,0.0,0.0,82.4
